@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0, 0, 0.07, 0.6367, 0, 0, 0, 0.1869, 0.1688, 0, 0, 0, 0, 0, 1.21, 0, 0, 0.2267, 0, 0, 0, 0.4075, 0.0274, 0, 0.27, 0.2025, 0, 0, 0.1041, 0, 0.0927, 0, 0, 0.0183, 0.355,111
0, 0, 0.4933, 0, 0, 0, 0.0418, 0, 0, 0, 0, 0.0356, 0, 0, 0.1522, 0, 0, 0.2817, 0, 0, 0, 0, 0.0274, 0, 0.4625, 0, 0, 0, 0, 0, 0.0345, 0, 0, 0.0103, 0,111
1.4689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0613, 0, 0, 0.1011, 0, 0, 0, 0, 0.0167, 0, 0, 0.0019, 0,111
1.16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0, 0, 1.5533, 0, 0, 0, 0, 0, 0, 0, 0.087, 0, 0, 0.0528, 0, 0, 0, 0, 0.0359, 0, 0, 0.0082, 0,111
1.3056, 0, 0, 0, 0, 0, 0.0882, 0, 0.2188, 0, 0, 0.0356, 0, 0, 0, 0.0657, 0.0532, 0, 0, 0, 0, 0, 0.0635, 0, 0, 0.0731, 0, 0, 0, 0, 0.0431, 0, 0, 0.0032, 0,111
3.0511, 0, 0, 0, 0, 0, 0.08, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0.3126, 0, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0.1205, 0, 0.0798, 0, 0, 0.0062, 0,111
1.1644, 0, 0, 0, 0.149, 0, 0.0194, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0.1311, 0.2328, 0, 0, 0, 0, 0.0274, 0, 0, 0.0436, 0, 0, 0.0645, 0, 0, 0, 0, 0.0084, 0,111
0.0778, 0, 0, 0, 0, 0, 0.0267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0628, 0, 0, 0.3741, 0, 0, 0, 0, 0.0121, 0,111
0.37, 0, 0, 0, 0, 0, 0, 0.1815, 0, 0, 0, 0.1004, 0, 0, 0, 0.0914, 0.0689, 0.2439, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1161, 0, 0, 0.0113, 0,111
0.1367, 0, 0, 0.3167, 0, 0, 0, 0.1246, 0, 0, 0, 0, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0.0377, 0.094, 0.0159, 0, 0, 0.0153, 0,111
0.1367, 0, 0.3056, 0, 0, 0, 0.0419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2461, 0, 0, 0.2063, 0.4075, 0, 0, 0.2325, 0.0311, 0, 0, 0.0377, 0.1193, 0.0465, 0, 0, 0.0122, 0,111
2.7011, 0, 0, 0, 0.2685, 0, 0.0421, 0, 0, 0, 0, 0.0696, 0, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0316, 0, 0, 0.0082, 0,111
0.1267, 0.6333, 0, 0.4767, 0, 0, 0.0418, 0, 0, 0, 0, 0.0544, 0, 0, 0.3456, 0.0657, 0, 0.2028, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0.115, 0.2367, 0.0425, 1.93, 0, 0.0219, 0,111
0.4467, 0.185, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0.0914, 0, 0.085, 0, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0.0733, 0, 0, 0.0039, 0,111
0.2722, 0, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1127, 0, 0, 0, 0, 0.0156, 1.77,111
0.35, 0, 0, 0, 0, 0, 0.0615, 0.0908, 0.3313, 0, 0, 0, 0, 0, 0, 0.0914, 0.2726, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 1.11, 0, 0, 0.0425, 0, 0, 0.0057, 0,111
0.1267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0519, 0, 0, 0, 0, 0, 0, 2.6229, 0, 0,111
0.3589, 0, 0, 0, 0, 0.428, 0, 0, 0.1125, 0, 0, 0.0356, 0, 0, 0, 0, 0.1379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.0042, 0,111
0.3278, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.0019, 0.355,111
2.7944, 0, 0, 0, 0, 0, 0.0351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0486, 0, 0, 0, 0, 0.0316, 0, 0, 0, 0,111
1.9844, 0.195, 0, 0, 0, 0, 0.0582, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 2.21, 0.3236, 0, 0.08, 0, 0, 0.0052, 0,111
2.2089, 0.195, 0, 0, 0, 0, 0.0385, 0, 0.2188, 0, 0, 0, 0, 0, 0.39, 0, 0, 0.0411, 0, 0, 0, 0, 0.0635, 0, 0, 0.0364, 0, 0, 0, 0, 0.0608, 0, 0, 0.0035, 0,111
0.1367, 0.3683, 0.1344, 0, 0, 0, 0.0388, 0, 0.2188, 0, 0, 0, 0, 0, 0, 0.1979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1923, 0, 0, 0, 0, 0.0067, 0,111
0, 0, 0.0844, 0, 0.0735, 0, 0, 0, 0, 0, 0, 0.1767, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0, 0.123, 0, 0, 0, 0, 0, 0, 0, 0.2159, 0, 0, 0.0064, 0.355,111
0.2622, 0.185, 0, 0, 0, 0, 0.0306, 0, 0, 0, 1.67, 0, 0, 0, 0, 0.1086, 0, 0, 0, 0, 0.3225, 0, 0.0822, 0, 0, 0.0314, 0, 2.21, 0, 0, 0.0845, 0, 0, 0.0032, 0,111
0.4089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6188, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0094, 0,111
1.46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0.4838, 0, 0.2139, 0, 0, 0.0675, 0, 1.11, 0, 0, 0.0159, 0, 0, 0.0035, 0,111
0.1267, 0.9267, 0.4089, 0, 0, 0, 0.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4075, 0, 0, 0.9275, 0.0486, 0, 1.11, 0.525, 0.1567, 0.0525, 0, 0, 0.0032, 0,111
0.9022, 0.5533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0.1127, 0, 0.1239, 0, 0, 0.0025, 0,111
0.3878, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0.0532, 0.1206, 0, 0, 0.8487, 0, 0.2391, 0, 0, 0, 0, 0, 0, 0, 0.0525, 0, 0, 0.0205, 0,111
0.2011, 0, 0, 0.3167, 0, 0, 0, 0, 0.1125, 0, 0, 0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.077, 0, 0, 0.0314, 1.33, 0, 0, 0, 0.0367, 0, 0, 0.0036, 0,111
0.4944, 0.185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0559, 0, 0.0725, 0, 0, 0.0039, 0,111
0.1367, 0.185, 0.0844, 0, 0, 0, 0.0534, 0, 0, 0, 0, 0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0.5055, 0, 0, 0, 0, 0.0053, 0,111
0.5744, 0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 1.63, 0, 0.06, 0.0978, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0.075, 0, 0.1633, 0, 0, 0.007, 0,111
0.1689, 1.1067, 0, 0.3167, 0, 0, 0.0242, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.0548, 0, 0, 0.0314, 0, 1.11, 0, 0, 0.0186, 0, 0, 0.0091, 0,111
0.0456, 0, 0, 0, 0, 0, 0, 0.0908, 0.1125, 0, 0, 0.1174, 0, 0, 0, 0.2864, 0, 0, 0, 0, 0, 0.4075, 0, 0.2611, 0, 0.0311, 0, 0, 0.1923, 0.1227, 2.4822, 0, 0, 0, 0,111
0.0811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2196, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0.3961, 0, 0, 0.0611, 0, 0, 0, 0, 0.3659, 0, 0, 0.0052, 0,111
0.0778, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0.1026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0.0628, 0, 0, 0.1114, 0, 0.2786, 0, 0, 0.0089, 0,111
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006, 0,111
0.2233, 0, 0.5078, 0, 0, 0, 0.0252, 0, 0, 0, 0, 0.067, 0, 0, 0, 0, 0, 0.0994, 0, 0, 0, 0, 0.0548, 0, 0.27, 0.0858, 0, 0, 0, 0, 0.1586, 0, 0, 0.0095, 0,111
0.5789, 0, 0, 0, 0, 0, 0.0306, 0, 0, 0, 0, 0, 0, 0, 0, 0.3436, 0, 0.06, 0, 0, 0, 0, 0.0887, 0, 0, 0, 0, 0, 0, 0, 0.042, 0, 0, 0.0038, 0,111
0, 0, 0, 0, 0, 0, 0.0684, 0, 0, 0, 0, 0.1115, 0, 0, 0, 0, 0, 0, 0, 0, 0.2037, 0, 0.443, 0, 0, 0.0628, 0, 0, 0, 0, 0.1355, 0, 0, 0.0131, 0,111
0.8633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0663, 0, 0, 0.6111, 0, 0, 0.1406, 0, 0, 0.1613, 0, 0.2326, 0, 0, 0, 0, 0, 0, 0, 0.1394, 0, 0, 0.0157, 0,111
0, 0.3683, 0, 0, 0, 0, 0.0319, 0, 0, 0, 0, 0.0315, 0, 0, 0.3456, 0, 0, 0, 0, 0, 0.2063, 0, 0.1783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0305, 0,111
0.3378, 0, 0, 0, 0, 0, 0.0157, 0, 0.1125, 0, 0, 0.1211, 0, 0, 0, 0.0657, 0.0711, 0, 0, 0, 0, 0, 0.1317, 0, 0, 0, 0, 0, 0.1323, 0, 0.2751, 0, 0, 0.0096, 0,111
0.0811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0, 0.1667, 0, 0, 0.0037, 0,111
0, 0, 0, 0, 0, 0.44, 0.0313, 0, 0, 0, 0, 0.0911, 0, 0, 0, 0, 0.0605, 0, 0, 0, 0.2063, 0, 0.2326, 0, 0, 0.0314, 0, 0, 0, 0, 0.1878, 0, 0, 0.0123, 0,111
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0008, 0,111
0.7156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0046, 0,185
2.2189, 0.3883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0757, 0, 0, 0.0109, 0,185
0.31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0606, 0, 0, 0.0213, 0,185
1.1022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1863, 0, 0, 0, 0.0657, 0, 0.18, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0.0282, 0, 0, 0.0062, 0,185
0.5956, 0, 0, 0, 0, 0, 0.0507, 0, 0.1125, 0, 0, 0.2259, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0.02, 0, 0, 0.019, 0,185
0.1789, 0, 0.2744, 0, 0, 0, 0, 0.0908, 0.2188, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.1108, 0, 0, 0.1091, 0, 0.0765, 0, 0, 0.0149, 0,185
1.1778, 0, 0.21, 0.16, 0, 0, 0.0191, 0.1869, 0, 0, 0, 0.0611, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0,185
0.6978, 0.3683, 0.07, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333, 0, 0, 0.0126, 0.355,185
0.8589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0.1256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0.0135, 0,185
1.5522, 0.5533, 0.2578, 0, 0, 0, 0, 0, 0, 0, 0, 0.0704, 0, 0, 0.2611, 0.1157, 0, 0, 0, 0, 0.9688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0, 0.015, 0,185
2.0244, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0, 0, 0, 0.094, 0.0235, 0, 0, 0.0071, 0,185
1.63, 0.575, 0.14, 0, 0, 0, 0.0191, 0, 0.6625, 0, 0, 0, 0, 0, 0.1733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.0243, 0,185
0.6178, 0, 0, 0, 0, 0, 0.0157, 0, 0, 0, 0, 0.1289, 0, 0, 0, 0, 0.06, 0.1233, 0, 0, 0, 0.4075, 0, 0, 0, 0, 0, 0, 0, 0.1227, 0.0765, 0, 0, 0.0149, 0,185
1.7311, 0.185, 0, 0, 0, 0, 0.0922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0.0958, 0, 1.11, 0, 0, 0.1055, 1.93, 0, 0.0133, 0,185
1.1433, 0.575, 0.07, 0, 0, 0, 0.063, 0, 0, 0, 0, 0.1552, 0, 0, 0, 0.0657, 0.06, 0, 0, 0, 0.3225, 0, 0, 0, 0, 0.0536, 0, 0, 0, 0, 0.0571, 0, 0, 0.0107, 0,185
1.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0, 0, 0, 0.005, 0,185
1.6644, 0.3033, 0, 0, 0.3265, 0, 0.1306, 0.1823, 0.2263, 0, 0, 0, 0, 0, 0, 0.0657, 0.7489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0159, 0, 0, 0.0154, 0,185
0.9233, 0, 0, 0, 0, 0, 0.0157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0769, 0, 0, 0, 0.1227, 0.0845, 0, 0, 0.0216, 0,185
0.8578, 0.195, 0, 0, 0, 0, 0.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0273, 0, 0, 0.0068, 0,185
1.9778, 0, 0.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0042, 0,185
0.27, 0, 0, 0, 0.065, 0, 0, 0, 0.2263, 0, 0.3567, 0.0985, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0.1613, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0.4033, 0.0669, 0, 0, 0.0131, 0,185
1.1656, 0, 0, 0, 0, 0, 0.0242, 0, 0, 0, 0, 0.0819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.1836, 0, 0, 0, 0, 0.0769, 0, 0, 0.009, 0,185
0.2911, 0, 0, 0, 0, 0, 0.0199, 0.1185, 0, 0, 0, 0.1115, 0, 0, 0, 0.1857, 0.1063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0324, 0, 0, 0.0226, 0.355,185
1.4678, 1.2917, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.425, 0.0721, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0555, 0, 0, 0.0148, 0.355,185
0.7711, 0.185, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0, 0, 0.1522, 0, 0.06, 0.1722, 0, 0, 0, 0, 0.0274, 0, 0, 0.0731, 0, 0, 0, 0, 0.0306, 3.87, 0, 0.0242, 0,185
0.26, 0.195, 0, 0, 0, 0, 0.0191, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012, 0,185
2.0844, 0.3033, 0, 0, 0, 0, 0.0348, 0, 0.2263, 0, 0, 0.0541, 0, 0, 0, 0.6014, 0.5674, 0, 0, 0, 0, 0, 0.077, 0, 0, 0.1581, 0, 0, 0.0377, 0, 0.0653, 0, 0, 0.0056, 0,185
1.1511, 0, 0, 0.3167, 0, 0, 0, 0.1246, 0, 0, 0, 0.1115, 0, 0, 0, 0.1579, 0, 0.0406, 0, 0, 0, 0, 0, 0.2444, 0, 0.0611, 0, 0, 0.0377, 0, 0.0637, 0, 0, 0.0224, 0,185
0.1267, 0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.0142, 0,185
0.5056, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0.0541, 2.27, 0, 0, 0, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0.0081, 0,185
2.0278, 0.195, 0.07, 0, 0, 0, 0.0191, 0, 0, 0, 0, 0.0544, 0, 0, 0, 0.0914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0.0079, 0,185
1.0178, 0, 0.21, 0.3167, 0, 0, 0.0191, 0, 0.565, 0, 0, 0.1222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0678, 0, 0, 0.0113, 0.355,185
3.2856, 0.185, 0, 0, 0, 0, 0.1176, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0.1016, 0, 0, 0, 0, 0, 0, 0, 0, 0.1814, 0, 0, 0, 0, 0.1486, 0, 0, 0.0112, 0,185
1.1489, 0.3883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1595, 0.1167, 0, 0, 0, 0, 0.1161, 0, 0, 0.1686, 0, 1.11, 0, 0, 0, 0, 0, 0.0058, 0,185
1.0956, 0.195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0112, 0,185
0.8478, 0.195, 0, 0.3167, 0.0895, 0, 0.0267, 0, 0.1125, 0.275, 0, 0.0774, 0, 0, 0, 0.0793, 0.0605, 0.2594, 0, 0, 0.1613, 0, 0, 0, 0, 0.0314, 0, 0, 0, 0, 0.1049, 0, 0, 0.0142, 0,185
1.8567, 0.195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0394, 0, 0, 0, 0, 0, 0, 0, 0.0019, 0,185
0, 0.185, 0, 0, 0, 0, 0.0264, 0, 0, 0, 0, 0.0707, 0, 0, 0, 0.3957, 0, 0, 4.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0203, 0,185
0.4711, 0.195, 0, 0.3167, 0, 0, 0.0204, 0.0908, 0.2263, 0, 0.2983, 0, 0, 0, 0, 0.3821, 0.0689, 0.0656, 0, 0, 0.645, 0, 0.2657, 0, 0, 0, 0, 0, 0, 0, 0.1218, 0, 0, 0.0309, 0.355,185
0.93, 0.195, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.3164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0.1986, 0.11, 0.0531, 0, 0, 0.0086, 0,185
0.8878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1384, 0, 0, 0, 1.2913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0143, 0,185
1.4967, 0.39, 0, 0, 0, 0, 0.0264, 0.25, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0.2239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1991, 0, 0.11, 0, 0, 0.0284, 0,185
0.5011, 0.7567, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 9.07, 0, 0, 0, 0, 0.0811, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0.075, 0, 0.028, 0, 0.5271, 0.0047, 0,185
0.2378, 0, 0, 0, 0, 0, 0.0388, 0, 0, 0, 0, 0, 0, 0, 0.1522, 0, 0, 0.0656, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0121, 0,185
2.5811, 0, 0, 0, 0, 0, 0.047, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0.0914, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.0062, 0,185
0.9033, 0, 0, 0, 0.065, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0.1522, 0.1579, 0, 0.0639, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0.1313, 0.0186, 0, 0, 0.0107, 0,185
0.47, 0.185, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0.0556, 0, 0, 0, 0.2957, 0.06, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3633, 0.0373, 0, 0, 0.0301, 0,185
2.6756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0707, 0, 0, 0, 0, 0.06, 0.0406, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.0095, 0,185
0.31, 0.195, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0359, 0, 0, 0.0113, 0,185
0.9467, 0.195, 0.14, 0.16, 0, 0, 0, 0, 0.1125, 0.275, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162, 0,185
0.7744, 0, 0, 0, 0, 0, 0.0199, 0, 0, 0, 0, 0.0315, 0, 0, 0.4578, 0, 0, 0.2117, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0386, 0, 0, 0.0133, 0.71,185
0.6133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 0, 0, 0.0537, 0, 0, 0.0059, 0,185
0.3889, 0, 0, 0.6367, 0, 0, 0.0185, 0.3338, 0.1125, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0.0811, 0, 0, 0, 0, 0.2357, 0, 0, 0, 0, 0, 0, 0.094, 0.02, 0, 0, 0.0064, 0,185
1.3989, 2.3183, 0, 0, 0, 0, 0.0199, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0.1579, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0167, 0, 0, 0.0099, 0,185
0.4178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 22.69, 0, 0, 0.1064, 0, 0.0656, 0, 0, 0.2037, 0, 0.0596, 0, 0, 0.0325, 0, 4.43, 0.0609, 0.3933, 0, 0, 0, 0.0224, 0,185
